Metabolite.name.mod,HyPea.7404_1,HyPep.4601N_3,HyPep.7504_1,HyPep.7504_2,HyPep.7504_3,HyPep.YE_1,HyPep.YE_2,HyPep.YE_3,HY.YEST.412_1,HY.YEST.412_2,HY.YEST.412_3,HyPea.7404_2,HY.YEST.466_1,HY.YEST.466_2,HY.YEST.466_3,HY.YEST.503_1,HY.YEST.503_2,HY.YEST.503_3,HY.YEST.555_1,HY.YEST.555_2,HY.YEST.555_3,HyPea.7404_3,HyPep.1510_1,HyPep.1510_2,HyPep.1510_3,HyPep.1510_4,HyPep.4601N_1,HyPep.4601N_2
"[(4R,5S,6R,6aS,7R,10aR,11bR)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate",0.206751833,0.038415802,-0.177482919,-0.079655174,-0.032051277,0.065624277,0.001815031,0.160397027,-0.053176993,0.127559544,0.091484995,0.572343702,-0.315402362,-0.294455077,-0.304868683,-0.08699657,0.081978384,0.183874154,0.07288072,0.181180926,0.019596486,0.555844231,0.05311566,-0.134387885,0.056007574,0.014467593,-0.138684658,0.034820083
[5-acetyloxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate,0.522479146,0.339362156,0.022184924,0.208638998,0.111757639,-0.406137042,-0.402088539,-0.43401041,-0.829021706,-0.910559007,-0.495756284,0.8277659,-0.558669998,-0.610066511,-0.567148384,0.32975282,0.578759923,0.852081291,0.395913775,0.49154221,0.097351599,0.736634326,-0.098097552,-0.050406554,-0.494452935,0.029207002,0.29053145,0.444054931
"alpha-D-Glucose-1,6-diphosphate",-0.236074281,-0.43805591,4.408426765,2.10434303,3.242586075,-0.704899873,-0.638526088,-0.710702109,-0.798183261,-0.869936987,-0.682096933,-0.411596792,-0.7569385,-0.774637517,-0.733176625,-0.548784467,-0.811686206,-0.651425028,-0.537753633,-0.664632084,-0.698599194,-0.349018082,-0.383166639,-0.447608637,-0.244437135,0.118418251,-0.469683452,-0.559707762
beta-Nicotinamide adenine dinucleotide,-0.330057911,-0.452929547,-0.548733483,-0.540513048,-0.641861056,-0.716818211,-0.640970876,-0.715570431,-0.847075528,-0.910566069,-0.762848303,-0.482508512,4.624278848,2.986071133,3.324148602,-0.566655407,-0.841162623,-0.712101929,-0.547328445,-0.67115681,1.025683029,-0.505491306,-0.583104526,-0.652001441,-0.64769938,-0.639276939,-0.636498453,-0.650221033
dihydroferulic acid,-0.287202449,-0.406213082,-0.37523993,-0.358891559,-0.271811854,0.328431619,0.423263241,0.374908209,1.162381074,1.403755241,0.461079596,-0.475585664,-0.52581442,-0.549248217,-0.57504968,0.470813373,0.835996968,4.964618421,-0.323677494,-0.368194057,-0.172213728,-0.481839313,-0.230120296,-0.26891867,-0.214849591,-0.615563396,-0.600526928,-0.645515291
esculetin,-0.330054199,-0.436368556,-0.215922468,-0.112349577,-0.175981503,-0.694400365,-0.624595416,-0.69145291,0.069621316,-0.877349791,0.095500192,-0.482502334,2.021090604,2.225390737,1.225212904,0.048466403,-0.253578732,-0.471203892,0.847164559,0.41953738,0.801846002,-0.505485318,-0.583100599,-0.651997506,-0.630436001,-0.554412762,-0.595612188,-0.626646606
feruloyltyramine,-0.330060967,-0.452930689,-0.548735384,-0.540514131,-0.283087655,-0.573104484,-0.640973318,-0.71557397,2.375916752,2.336748171,2.172985219,-0.482511561,-0.364162725,-0.457947988,-0.482797142,3.161438773,0.992716408,2.940531788,-0.4811571,-0.566087706,-0.548290745,-0.505495049,-0.583106639,-0.652002714,-0.647702495,-0.63927965,-0.636500209,-0.650222738
gamma-Glutamylglutamine,-0.102638154,0.29096563,-0.181010739,-0.203493109,-0.234372568,-0.276624592,-0.271118575,-0.150834463,0.268486452,0.207941771,0.159556233,-0.231085102,0.28489487,0.269222499,0.12855137,0.014455072,0.06739274,0.171193841,0.245228257,0.363961764,-0.011658734,-0.220784567,-0.389997028,-0.412743987,-0.3508445,-0.377080271,0.434542156,0.657348899
gamma-Glutamylleucine,0.121917986,-0.339199588,0.101165338,-0.230573141,-0.435737941,-0.060818775,0.064467301,0.10837496,0.364223017,-0.419277691,-0.510914929,0.533823456,-0.249853959,0.082899395,0.0593126,0.744662183,1.090808748,0.393283407,0.064123587,0.051083147,0.147485575,0.316238106,-0.47110855,-0.454382557,-0.519806447,-0.448953128,0.990807002,-0.439290101
gamma-Glutamyltyrosine,0.730600911,0.036784069,-0.267913364,-0.314977314,-0.280452841,-0.461300267,-0.435572151,-0.471694523,-0.592418256,-0.596188794,-0.519987283,1.335745501,-0.349766917,-0.281285068,-0.361100784,0.020093896,-0.167163152,0.145137177,-0.036528992,-0.05190208,-0.362651989,1.330503778,0.446583767,1.023557094,0.679218859,0.366270317,0.038177333,0.134608379
genistin,-0.330058441,-0.339477401,-0.540182463,-0.527140757,-0.607749453,-0.706046207,-0.625834717,-0.677837556,-0.832460688,-0.893590641,-0.418700334,-0.401134147,-0.762582319,-0.684411453,-0.64834737,-0.475648379,-0.71219157,-0.712101226,-0.495693598,-0.642274495,-0.599294855,-0.484287944,2.567188473,3.610370387,3.068152081,4.712623136,-0.508281347,-0.577500289
hydroquinidine,0.228421889,-0.063847438,-0.199775309,-0.192887647,-0.107396313,0.001492712,0.010147722,0.185630068,-0.053974191,-0.173035042,-0.007050272,0.37388316,-0.148644627,-0.168654715,-0.275300138,-0.010983115,0.233676672,0.026418336,0.127929771,0.09497975,0.029351919,0.608066146,-0.091633272,0.064626877,0.040160203,0.091410216,0.058303212,0.120984348
isoimperatorin,0.547510447,0.163548814,-0.089815786,-0.162622146,0.36979598,-0.524040614,-0.640973116,-0.715573327,-0.72605215,-0.910568889,-0.748848784,1.015798477,-0.66654155,-0.671939559,-0.741429577,0.731256837,1.282193888,1.773829592,0.319663919,0.447242018,-0.108632169,1.601030457,-0.433246114,-0.120788459,-0.282404758,-0.296910768,0.280418899,0.770485094
kaempferol 7-neohesperidoside,-0.330057554,-0.41121438,3.92691952,4.207113154,2.916521486,-0.716815927,-0.640970751,-0.715570468,-0.845565482,-0.910565057,-0.762847089,-0.482507558,-0.769253112,-0.776908804,-0.739930608,-0.540177297,-0.822632981,-0.712101089,-0.547328267,-0.671158187,-0.686610377,-0.505490951,-0.55589531,-0.634943378,-0.606879533,-0.63396163,-0.593299604,-0.600311656
naringenin,-0.326103005,-0.452930471,-0.539569711,-0.512999904,-0.638565989,-0.71681879,-0.640972892,-0.713251923,-0.326574071,0.330814627,-0.096800146,-0.482511083,1.767188857,4.076412034,2.590818305,-0.314975903,-0.609285318,-0.674261848,-0.018588742,-0.224757583,0.328490418,-0.50344069,-0.583106005,-0.649101064,-0.618102153,-0.62976809,-0.346784038,-0.650222859
rac-Glycerol 3-phosphoate,0.621049035,-0.226198181,-0.400767223,-0.42915503,-0.497080493,0.505144936,0.026202644,-0.042684855,-0.380491216,-0.48658731,-0.276989546,0.549452251,1.296323217,0.476866115,1.609511065,-0.297772208,0.236582701,0.314930221,-0.093852629,-0.260974028,-0.18619385,0.869334717,-0.487440198,-0.568647108,-0.572766925,-0.571477569,-0.384394238,-0.415091553
rubiadin,-0.324481926,-0.434024431,-0.255585925,0.935191646,-0.59280612,-0.642200872,-0.626151469,-0.696269412,-0.841881341,-0.908727606,-0.760599916,-0.48250783,-0.76558755,-0.772494159,-0.736411455,-0.564326715,-0.835240015,-0.708234789,-0.531854146,-0.664874293,-0.718973548,-0.504248045,1.722470681,2.910312728,2.479256205,3.132526367,1.65885692,-0.620305131
sn-Glycero-3-phosphocholine,-0.247485953,-0.402192898,-0.398720725,-0.383237757,-0.378606196,0.922770757,0.514000807,1.085169658,0.060723556,0.603871102,0.208134341,-0.347135761,1.34285326,1.295396665,0.977292727,-0.424900193,-0.527509558,-0.311136631,-0.281846855,-0.271163466,0.516201714,-0.344958647,-0.502289154,-0.568132559,-0.549137153,-0.529207354,-0.589507492,-0.592642209
trans-4-Coumaric acid,-0.310270366,-0.207138756,1.321731985,1.183017843,1.42305882,-0.229300244,-0.144427074,-0.143591315,-0.415098294,-0.500339522,-0.426651085,-0.459745748,-0.474156207,-0.447679619,-0.387592041,-0.43224268,-0.513942838,-0.649191103,-0.427042498,-0.534920687,-0.26154259,-0.477442642,0.457003065,0.645285208,0.549155465,0.324014832,-0.273415157,-0.211307267
zinniol,-0.008039732,-0.178029163,-0.27519819,-0.154778601,0.136365171,0.148691026,-0.049621616,0.548344057,0.701009603,0.36667667,-0.035898875,0.013091168,-0.214592414,-0.377611109,-0.096375036,-0.088768254,-0.280486197,0.379647498,0.249136643,0.372339826,-0.379145636,-0.124966528,-0.03948294,-0.222380178,0.128219631,0.142392395,0.27815743,-0.111159801
