Metabolite.name.mod,HyPea.7404_1,HyPep.4601N_3,HyPep.7504_1,HyPep.7504_2,HyPep.7504_3,HyPep.YE_1,HyPep.YE_2,HyPep.YE_3,HY.YEST.412_1,HY.YEST.412_2,HY.YEST.412_3,HyPea.7404_2,HY.YEST.466_1,HY.YEST.466_2,HY.YEST.466_3,HY.YEST.503_1,HY.YEST.503_2,HY.YEST.503_3,HY.YEST.555_1,HY.YEST.555_2,HY.YEST.555_3,HyPea.7404_3,HyPep.1510_1,HyPep.1510_2,HyPep.1510_3,HyPep.1510_4,HyPep.4601N_1,HyPep.4601N_2
"9-hydroxy-10,12-octadecadienoic acid",-0.327939221,3.517400391,-0.398743536,-0.39587105,-0.566771177,-0.71682007,-0.63843825,-0.700719138,-0.816892559,-0.809539079,-0.744568061,-0.475089522,-0.768170749,-0.770082936,-0.736826405,-0.550994249,-0.828178162,-0.706699731,-0.547331291,-0.666163667,-0.718465318,-0.505495592,-0.576768765,-0.644979986,-0.636298329,-0.63927989,5.541146716,5.840209623
?-Gentiobiose,-0.135624509,0.31703648,-0.367071344,-0.385218974,-0.405088029,-0.210434109,-0.199456344,0.1120873,-0.116620276,-0.381640036,0.348395713,-0.231135362,-0.764758518,-0.749387416,-0.735627915,0.384488372,1.390266578,1.2419814,-0.337247096,-0.25584952,-0.702457761,-0.263851745,0.647190047,0.629233387,0.799437333,0.827878059,0.356105145,0.450083051
ADENINE,-0.294119807,-0.432589386,-0.347616314,-0.427478294,-0.398038795,-0.111888289,1.722147168,1.473165328,0.629970574,0.992061109,0.914703005,-0.426460444,0.473745338,0.922089606,0.60529543,0.022214742,-0.203745899,-0.474123212,-0.358365479,-0.469327661,0.546871363,-0.430600522,-0.550881804,-0.613661339,-0.609728745,-0.600954246,-0.58184099,-0.596728435
Abscisic acid,-0.300254748,-0.350656914,-0.444261611,-0.473251724,-0.50319128,-0.716818559,-0.640971389,-0.715571958,-0.847076923,-0.910567097,-0.762850113,-0.415456989,-0.770165534,-0.774353192,-0.741429285,-0.313969247,-0.67412406,-0.371879906,-0.524898749,-0.670814312,-0.728058487,-0.4641118,5.947462817,1.501152622,1.487945457,4.267274786,-0.445126428,-0.469782581
Acetosyringone,-0.322119491,-0.448044984,-0.521637748,-0.512663025,-0.610705362,-0.454448019,-0.620528572,-0.534480982,-0.723699163,-0.418161505,-0.749081531,-0.480164304,1.250971855,2.476722348,1.872024533,-0.337940861,-0.417551789,-0.627595976,1.906713247,2.018262505,1.131594714,-0.489891278,-0.580573596,-0.64609922,-0.643629396,-0.63494225,-0.622075792,-0.646831222
Aconitic Acid,0.154115192,-0.361539684,-0.397497383,-0.360827899,-0.460217517,-0.260608245,-0.164589183,-0.120456303,-0.356098727,0.451434491,-0.164388093,0.308445964,0.275901085,0.180256729,0.413091454,0.454874918,1.588734689,-0.566793497,0.157035746,-0.132525464,-0.001649823,0.089534803,0.312522462,0.201450946,0.290842235,0.060299155,-0.499600561,-0.528624094
"Aconitic acid (not validated, isomer of 271)",2.648368577,-0.451943534,-0.258305938,-0.170732956,-0.251525753,-0.708045883,-0.64097449,-0.715575402,-0.83437769,-0.89972089,-0.752164759,4.575060844,-0.770167509,-0.764775324,-0.735605427,0.187616487,0.580964324,1.090843752,-0.520933401,-0.652777491,-0.705712905,5.885375211,-0.119356298,-0.122261487,-0.093419249,0.044641853,-0.63364545,-0.644570305
Adenosine,-0.225977711,-0.277449472,-0.212102124,-0.331708254,-0.239030541,0.863068558,0.341299135,0.381097559,0.19430405,-0.077383786,1.157495019,-0.408769782,-0.232356572,1.541164087,1.089737291,0.159659661,-0.002622313,-0.404153353,-0.308222597,-0.357610427,0.075495793,-0.453239235,-0.509491091,-0.555700633,-0.55087849,-0.54048592,-0.258317273,-0.287997125
"Adenosine 3',5'-cyclic monophosphate",-0.330062045,-0.447931547,-0.428387844,-0.44526263,-0.554542621,-0.298707266,0.505857812,1.483142064,1.285089188,0.320916676,0.700238663,-0.478857268,1.878825566,1.927290145,0.145629575,-0.470465124,-0.617516236,-0.61857897,-0.172806429,-0.068115997,0.578758849,-0.504479206,-0.462091592,-0.474786572,-0.483179209,-0.489702185,-0.632165097,-0.646675894
Adenosine 3'-monophosphate,-0.228091231,-0.427497953,-0.335596136,-0.389419517,-0.336105056,0.911358414,0.967590468,2.351029565,0.915534654,-0.137937576,0.739552259,-0.26142765,0.675603391,0.771090164,0.424875972,0.01194187,-0.429881075,-0.573347458,-0.186486371,-0.451219153,-0.027880556,-0.348707123,-0.468787612,-0.5133005,-0.515068175,-0.522959296,-0.599554418,-0.618462175
Adenosine-3-monophosphate,0.229511669,-0.337335341,0.470537296,0.020513959,0.560271552,-0.598783173,-0.470071198,-0.596605794,-0.026818373,-0.699461193,-0.226820242,0.759959423,0.872095284,-0.265434373,0.960646706,0.670157301,0.028224652,-0.343013015,0.185104617,-0.25179281,-0.419622381,0.259689163,-0.172452685,-0.202882176,-0.206751366,-0.265754041,-0.539582606,-0.578166283
Agmatine,0.103342947,0.126847048,0.760360331,0.845002656,0.869455009,-0.127812841,-0.236124779,-0.162280861,-0.469324968,-0.665084004,-0.406978994,0.257116141,-0.720526584,-0.670770406,-0.711446372,-0.519918013,-0.716051155,-0.659803184,-0.243779532,-0.350575071,-0.450546615,0.408431082,0.618857725,0.920888394,0.246482051,0.260943627,0.238491142,0.442010882
Ala-Ala,0.415248444,0.034872664,-0.139685956,-0.187697738,-0.093758327,-0.451373764,-0.48065849,-0.479844803,-0.23737675,-0.155211471,-0.317890793,0.773330703,-0.407687901,-0.489704927,-0.477289924,0.579537108,1.001922592,1.073373112,0.717693151,0.943788051,0.015573642,0.685076842,-0.145458161,-0.321055095,-0.309963007,-0.219056209,-0.005891808,-0.075882643
Ala-Ile,0.224375109,0.235108372,0.089094651,-0.050089914,0.246047345,-0.591191274,-0.563503768,-0.579270868,-0.585742073,-0.615336719,-0.569271858,0.750502305,-0.526278525,-0.552690712,-0.548512006,0.128146129,0.187643101,0.337848191,0.114022169,0.175986513,-0.314619105,0.607212413,-0.125713209,1.289165708,0.913423729,-0.154025118,0.371476637,0.388675395
Ala-Leu,0.564160497,0.065345342,0.118622515,0.151673447,0.337980487,-0.506790359,-0.514921984,-0.510997958,-0.509530792,-0.546773186,-0.532489867,0.905812716,-0.398258478,-0.508211716,-0.492205284,0.171623261,0.239410673,0.3514962,0.339453311,0.45377065,-0.179582393,0.907522983,-0.151855673,-0.05003361,-0.040269787,-0.123773726,0.41664418,0.467176064
Ala-Val,0.549557057,0.230009164,0.093043206,-0.022528884,0.038409622,-0.329135997,-0.337293479,-0.355587722,-0.401360302,-0.317337192,-0.357699231,1.271598272,-0.120562154,-0.12194521,-0.265971903,0.045243144,0.155540357,0.25856406,0.048415152,0.125122672,-0.100264219,1.180659305,-0.257656111,-0.465873234,-0.282754406,-0.34312752,0.270939216,0.427279968
Apigenin-7-O-glucoside,-0.330061591,-0.444720108,-0.533718497,-0.533716545,-0.632372392,-0.708370485,-0.640974377,-0.715574997,-0.836000767,-0.899514727,-0.731261326,-0.482512683,-0.7701674,-0.773229708,-0.741430917,-0.550950642,-0.817732038,-0.712106278,-0.547331783,-0.663130668,-0.706104664,-0.505496803,2.935429005,4.385674973,3.746858507,4.08632066,-0.618866543,-0.626353725
Arginine,-0.252617907,0.416134297,-0.20485265,-0.197651499,-0.243131448,0.307606438,0.406940249,0.473888191,0.50595829,0.261846371,0.217912862,-0.347025613,-0.351484257,-0.210894721,-0.444497962,-0.419796786,-0.378113978,-0.43679071,0.064889054,0.011865084,-0.41659894,-0.389992477,0.157090629,0.160925291,0.175674135,0.154649563,0.638677068,0.740747441
Asp-Phe,0.18668965,0.123763116,0.228789644,0.134257113,0.345276477,-0.366967872,-0.394317,-0.392747574,-0.132040567,-0.319894654,-0.399514435,0.087112796,-0.181669127,-0.330448614,-0.248071925,0.366942348,0.470949833,0.697787173,0.085843638,0.133086854,-0.239567239,0.336908656,-0.333460512,-0.357575783,-0.162270637,-0.09178262,0.318219711,0.543134255
Asparagine,-0.069984718,0.236615356,-0.255997271,-0.25183437,-0.333181545,0.221611821,0.437776921,0.551828388,0.525762664,0.667132389,0.49758716,-0.069556859,0.450190124,0.33452334,0.408086235,-0.385449538,-0.369937794,-0.368301431,-0.33221399,-0.473408483,-0.267485377,-0.050095824,-0.350346807,-0.42074302,-0.357751373,-0.315194871,0.265719508,0.328093588
Aspartic acid,-0.188806246,0.065469642,-0.161455137,-0.196415525,-0.155851279,0.008848015,-0.166097633,0.308933036,0.14421787,0.094276908,-0.040526912,-0.220633675,0.767296993,0.903264518,0.546030113,-0.487588981,-0.66577538,-0.404446251,-0.507182576,-0.501728516,-0.496981026,-0.201480438,0.388285334,0.400268301,0.539618489,0.583625345,-0.528546919,-0.47516866
Atractylenolide III,0.102022547,-0.106620311,0.304786454,-0.128950848,0.00252565,-0.159530321,0.008894253,0.593660057,-0.047355665,-0.241611802,0.026892847,0.401919722,-0.326165795,-0.532540744,0.029603835,0.353905439,0.444783149,0.366884824,0.267645453,0.050312763,0.069350749,0.189415326,-0.136390228,-0.363272556,0.048151582,-0.436321027,-0.186782985,-0.149961294
Azelaic acid (Not validated),-0.194750159,0.997836401,0.687741008,0.647320968,0.91116558,-0.150245267,-0.224616402,-0.499861991,-0.644888501,-0.53573864,-0.637414485,-0.153570516,-0.45412412,-0.486287879,-0.50385465,-0.168074453,-0.276527522,0.10958228,-0.366102552,-0.430134956,-0.45271066,-0.184310216,-0.18702365,-0.548260142,0.140676284,-0.006767068,0.920055745,1.449723769
Baicalein,-0.330059343,-0.452929517,-0.138028264,3.857588172,-0.606277621,-0.684703499,-0.640971805,-0.715571714,-0.083773131,-0.480906197,-0.03267682,-0.482510149,-0.128240287,-0.265199103,-0.189363608,-0.41177383,-0.676224814,-0.712103375,-0.368665561,-0.472397363,-0.287153142,-0.505493788,0.027465801,0.135766959,0.34919778,0.188700308,2.225441104,-0.65022119
Benzoic acid,0.126711699,0.357666521,-0.140208956,-0.218463091,-0.150233303,-0.06487947,0.018117105,0.000534574,-0.191625831,-0.265056434,-0.122746555,0.291135342,-0.294772557,-0.362994859,-0.272863578,-0.227296458,-0.143467042,-0.134788908,-0.12451112,-0.152026039,0.046500083,0.353849943,0.607590386,0.171404152,0.224845377,0.187288952,0.316605113,0.44943294
Betaine,-0.330061717,-0.374357089,-0.419483326,-0.379192348,-0.406147354,1.463566571,0.852493623,1.342560638,1.262473442,1.934327092,1.177820425,-0.482512914,-0.080914511,-0.166384552,0.112943029,0.090426184,0.63996271,0.575734275,-0.547331928,-0.671161879,-0.632642371,-0.505497199,-0.437293215,-0.459041969,-0.467616592,-0.471832677,-0.397172205,-0.342603407
Biochanin A,-0.330046168,-0.452920407,-0.532684803,1.527801198,-0.583146742,-0.716806133,-0.620922503,-0.715559304,0.854501126,-0.163578325,1.035832432,-0.439404992,-0.604965187,-0.463407485,-0.564194727,-0.345874245,-0.820408456,-0.666199518,-0.472744589,-0.562118739,0.014562964,-0.440645841,1.059132883,1.270483964,1.155921785,2.69664186,0.082862713,-0.650207423
C10-LAS (TENTATIVE),16.22388864,-0.452862675,-0.548663022,-0.540447387,-0.641782787,-0.716714064,-0.640880934,-0.715429178,-0.846917367,-0.91044705,-0.762748146,-0.482364642,-0.770092922,-0.776814922,-0.741347869,-0.566586468,-0.841014715,-0.711979227,-0.547234603,-0.671011039,-0.727950253,-0.505311975,-0.583027758,-0.651902602,-0.647599243,-0.639187199,-0.636387028,-0.650114044
CINCHONIDINE,-0.330061086,-0.452931303,-0.101842382,-0.175977763,-0.078313822,-0.716820594,0.099159243,3.549581045,-0.002734463,-0.073127931,-0.087910725,0.534774911,-0.247209099,-0.297161148,-0.31383216,0.005533077,0.064626582,-0.012216181,0.08380602,0.153101402,-0.0771011,-0.505496524,-0.5831072,-0.652003203,-0.64770275,-0.639280125,2.707535583,0.065793833
Caffeic acid,-0.296721765,-0.420833581,-0.338263794,-0.321739169,0.160188215,0.194168308,-0.192878267,-0.093327287,0.411913385,0.418786714,0.240968693,-0.434158943,0.553289564,1.078365553,2.342819708,-0.046796253,-0.038408381,-0.251337508,-0.170482627,-0.279450476,-0.046665945,-0.436116247,-0.453740184,-0.467263303,-0.471898766,-0.434381659,-0.571991959,-0.574952019
Carnitine,-0.319559598,-0.432922405,-0.523848939,-0.509042084,-0.596087404,-0.082148559,-0.232957935,0.004470053,-0.247233879,-0.22408438,-0.435884447,-0.452205036,1.073347014,0.801050822,1.206783419,-0.243245264,-0.052890789,-0.495857687,1.454495276,1.885671768,1.910823101,-0.479993752,-0.463703498,-0.509005278,-0.528533551,-0.511354637,-0.602938717,-0.618585917
Carpachromene,0.372581185,0.025023898,-0.098591823,-0.129752358,-0.117086383,-0.008492845,-0.120610054,0.062354771,0.014581979,-0.013996137,0.016658844,0.440335945,-0.08846241,-0.334619856,-0.319966246,-0.002953582,0.066480261,0.101300462,0.047147978,0.262251389,-0.082766025,0.354220977,-0.082615312,-0.083070342,0.087680045,0.134472138,0.110787423,0.084192226
Catechol,-0.28246114,-0.413438722,1.267803511,1.911919727,2.311196307,-0.235263575,-0.047553724,-0.134028886,0.03102939,0.121804671,0.245836653,-0.416784292,-0.477386958,-0.501340789,-0.468481593,-0.201096618,-0.255669846,0.036535702,-0.176395297,-0.135085305,-0.173565523,-0.353893717,-0.484411623,-0.48388335,-0.509355187,-0.621275025,-0.603313671,-0.609854774
Choline,0.254052932,-0.216466941,0.399271224,0.375500568,0.483831805,0.101218346,-0.054453146,-0.035849057,-0.348126878,-0.106402759,-0.26783402,0.350883721,-0.60131713,-0.426043156,-0.517042985,-0.424127503,-0.621587184,-0.457928722,-0.38144808,-0.383403631,-0.530220135,0.331257766,0.741050438,0.764577501,0.841910928,0.803599981,-0.206333947,-0.161436417
Citric acid,1.421304742,-0.23142013,0.040805573,-0.021470464,-0.047022613,-0.634637259,-0.49754514,-0.544006254,-0.705746022,-0.751877483,-0.742191711,2.270851073,-0.680169749,-0.607634558,-0.667323191,-0.081212161,-0.200049851,0.06167191,-0.435090333,-0.580041944,-0.47824191,2.360801555,0.980848437,0.930446656,0.698605043,0.609777869,-0.181258998,-0.303561609
"Citric acid (Not validated, isomer of 227)",1.188711371,-0.099028693,-0.075929769,-0.083801449,-0.100126656,-0.639628094,-0.521287861,2.203966234,-0.330328325,-0.68092849,-0.515777788,2.050151899,-0.604962135,-0.615890768,-0.452215105,-0.154288747,0.280182614,0.064542708,-0.384534597,-0.487531266,-0.37002474,2.033284034,0.289037454,0.326363512,0.263247193,0.236854052,-0.473220712,-0.500474172
Citrinin,-0.030761236,-0.397903512,2.894537312,2.822399533,3.844695054,-0.716791729,-0.640952281,-0.715536478,-0.847054764,-0.83899295,-0.762818003,-0.418179618,-0.76130991,-0.354573071,-0.187676035,-0.553602125,-0.784617768,-0.712072034,-0.540180656,-0.160623733,-0.250257762,-0.433281859,-0.566164727,-0.651975719,-0.61051802,-0.609868677,-0.625384301,-0.650201599
Citrulline,-0.305309612,-0.442930109,-0.49245098,-0.45920078,-0.611160797,0.649899169,0.717236566,0.034756745,-0.066783553,0.349828693,-0.438374791,-0.445778902,2.21335485,-0.570363194,-0.221888341,1.396934983,1.642170982,2.201810626,-0.10636781,-0.348081018,0.493751849,-0.464045047,-0.566277915,-0.639548227,-0.633020251,-0.629095707,-0.620862994,-0.631948918
Cordycepin,-0.220349956,0.151520339,-0.303359241,-0.403170717,-0.449534738,-0.208817143,0.357520603,0.221892693,0.21241866,0.507778064,0.135943477,-0.334941325,1.895157882,-0.26382273,0.034432435,0.48643949,0.392408945,-0.351994233,-0.258340069,-0.593700036,-0.036679427,-0.397049784,-0.583107824,-0.650975599,-0.647703745,-0.625599326,1.124622439,0.856154971
"Coumaroyl Hexoside (isomer of 691, 692)",-0.312780524,-0.434122152,4.025986237,3.406792972,2.946583146,-0.69869622,-0.627457547,-0.653445495,-0.811142272,-0.880878881,-0.74497051,-0.370125312,-0.754936376,-0.762895278,-0.727362847,-0.54918396,-0.811752933,-0.685895034,-0.52509801,-0.645329145,-0.683006802,-0.393116749,-0.522832318,-0.631458603,-0.226264143,-0.62287677,-0.386629088,-0.611136736
Cryptotanshinone,-0.329956965,-0.452855546,-0.548660651,-0.54045228,-0.641778836,-0.716734527,-0.640888397,-0.715439609,-0.846967694,-0.910434398,-0.762758313,-0.482375229,-0.77007477,-0.776821339,-0.741357776,-0.566572846,-0.841035091,-0.711974259,-0.547246162,-0.671031343,-0.727962288,-0.505332857,0.713878228,6.672176091,-0.647597804,-0.6391846,4.434309039,3.439668741
Cyanidin-3-O-galactoside,-0.083981067,-0.452928621,3.539870899,3.611604403,2.954080679,-0.716815626,-0.640969814,-0.715569579,-0.847073884,-0.910564866,-0.681769308,-0.111923929,-0.770163942,-0.776908408,-0.74142715,-0.566653698,-0.841160106,-0.712100809,-0.547327374,-0.671154969,-0.728057694,-0.165806518,-0.422785428,-0.484039456,-0.432785625,-0.421672819,-0.636496234,-0.485387595
Cyclo(Leu-Pro),-0.247544123,0.390360591,-0.319647826,-0.404099439,-0.449252786,-0.078260701,-0.123840992,-0.151459242,-0.003940241,-0.260399284,-0.095371008,-0.365348277,-0.680854213,-0.651438661,-0.606761448,-0.505865473,-0.722952881,-0.642726714,-0.525725015,-0.643870568,-0.674281726,-0.367148322,1.366377957,1.757660964,1.915173435,1.507745231,0.451656897,1.197611857
Cyclo-prolylglycine,-0.195454347,0.218237767,-0.424897466,-0.438276537,-0.460186427,0.524896727,0.449627894,0.296582605,-0.173391045,-0.275146398,-0.146183765,-0.162804682,-0.616985777,-0.661050061,-0.589547429,-0.141990716,-0.500230567,-0.468516165,-0.248258978,-0.320965323,-0.497710717,-0.195060253,0.289550616,0.439335049,2.302296965,2.404972862,-0.186064174,0.487608068
Cystathionine,0.089129526,1.677680113,-0.253655711,-0.29291309,-0.001100203,0.065991066,1.238957009,-0.092482981,-0.432699675,-0.142526878,-0.491345125,0.025387005,-0.666029637,-0.369059928,-0.545206189,-0.223676248,-0.13132909,-0.024351813,-0.401816964,-0.394151921,-0.607508269,0.079514394,-0.547913087,-0.621602117,-0.602741333,-0.5901226,2.143101977,2.098748322
Cytidine 5'-diphosphocholine,-0.324043346,-0.438748086,-0.54169019,-0.534261594,-0.578592236,-0.689707125,-0.614010008,-0.53633298,-0.76786147,-0.856359178,-0.583677707,-0.474163042,1.628727607,0.139927894,0.80574818,0.276415688,1.135038286,1.063549679,2.537216768,2.359245281,1.26800595,-0.505497539,-0.572489235,-0.632517663,-0.637513645,-0.631309852,-0.594672586,-0.592454423
Cytidine-3'-monophosphate,-0.315445297,-0.413840469,-0.516644652,-0.51019654,-0.602137389,-0.077177386,0.590144537,0.938508936,-0.697096206,-0.661250608,-0.42163441,-0.455261987,0.963446664,0.402945322,0.496750163,-0.521604576,-0.76990816,-0.651341504,3.32933099,4.148326859,-0.079680477,-0.480921256,-0.566088337,-0.625868644,-0.644310551,-0.635872373,-0.574751083,-0.595956346
Cytidine-5'-monophosphate,-0.320859363,-0.44697494,-0.472719809,-0.516129375,-0.557391626,-0.694877037,-0.619121044,-0.665383083,-0.752650532,-0.883319695,-0.698191024,-0.465355922,-0.711959444,-0.729447271,-0.69545548,1.834732023,3.402542658,3.656811051,1.893413922,2.363186806,2.570136948,-0.490024386,-0.581354906,-0.649745235,-0.645567486,-0.637135073,-0.597623613,-0.616057336
Cytisine,-0.321405204,-0.45292962,0.306720214,-0.455486476,0.355028133,0.34501625,2.23761468,0.430280975,3.572899685,6.153955224,1.179288905,-0.467975098,-0.770165695,-0.776909564,-0.740754617,-0.45752641,-0.661377053,-0.482458332,-0.547329875,-0.671158881,-0.705279305,-0.394413273,-0.583105253,-0.642803841,-0.605532964,-0.639278066,-0.636498398,-0.650220913
Cytosine,-0.242694402,-0.362828944,0.100272929,-0.317568572,-0.022953981,-0.364542518,-0.257154546,-0.339805225,-0.599835937,-0.790653549,-0.629732566,-0.452062495,0.319402818,0.003809278,0.037240036,0.548021735,0.846989992,0.970420555,1.253221035,1.369689558,2.29073632,-0.37134668,-0.542691138,-0.600703341,-0.599396077,-0.58228491,-0.260821783,-0.314425663
D-(+)-Malic acid,-0.272586638,0.537967558,2.735930738,-0.129774885,-0.010828931,-0.363280252,-0.300644395,-0.299075152,-0.489840261,-0.239595304,-0.362773187,-0.262090356,-0.704782621,-0.545514094,-0.612714036,-0.434211177,-0.400205795,-0.593966651,-0.288584891,-0.242479695,-0.637328363,-0.199225839,0.374444386,-0.027594199,0.618468858,0.552193966,0.188804884,0.89604675
D-(+)-Pantothenic acid,-0.26000419,-0.407884766,-0.409969017,-0.373125532,-0.476380111,0.644136218,0.285414452,1.212679234,0.166216933,1.503326376,0.410405051,-0.390664579,0.230634678,0.417937039,0.303677049,0.489568331,0.467198671,0.443739741,-0.015253168,-0.057765565,-0.070860744,-0.409569315,-0.35190971,-0.388239534,-0.417848818,-0.420237416,-0.51866889,-0.549340393
D-Alloisoleucine,-0.279292267,-0.209248118,-0.395445,-0.278792726,-0.506759356,0.127714197,0.152441771,0.295702842,0.529388769,0.659955818,0.51636962,-0.417653236,0.207977893,0.31916813,0.184302226,-0.079640945,-0.210250106,-0.280730189,-0.215738225,-0.317269411,-0.204318553,-0.421557101,0.020444326,0.059502978,-0.440594171,-0.001135927,0.707653999,0.842270032
D-Gluconic acid,-0.161852376,0.205753336,0.760084844,0.659072334,1.355651577,-0.412807031,-0.347637358,0.113176224,-0.562611241,0.084330429,-0.0509555,-0.257463252,-0.585541432,-0.245392119,-0.532322911,-0.370332073,-0.337103574,-0.161379096,-0.476879498,-0.511879057,-0.64749571,-0.27089688,0.377969345,0.383411415,0.403521996,0.470677694,0.006948508,0.082022703
Daidzin,-0.330050494,-0.452924017,0.221317078,-0.527172154,1.766299667,-0.651452242,-0.637486629,-0.68896113,-0.847063817,-0.895869641,-0.671313484,-0.482499261,-0.75423357,-0.776899363,-0.73453012,-0.566647742,-0.817128187,-0.712086619,-0.547321804,-0.671148706,-0.728046362,-0.468372981,1.950972296,3.410333946,2.647833324,3.180787752,-0.581381232,-0.616113642
Derrustone,-0.330056446,-0.415996324,-0.54873237,-0.540511657,-0.58657947,-0.716813817,-0.64096984,-0.715568741,7.810616897,3.391108416,3.498608159,-0.482505063,-0.770162851,-0.736983426,-0.700641479,0.179225606,1.684685981,1.64870665,-0.547327409,-0.67115626,-0.622880606,-0.505488116,-0.583103059,-0.651999106,-0.647698687,-0.639273944,-0.636496174,-0.650216817
Dihydroorotic acid,-0.327693379,-0.43756826,-0.526801552,-0.522015895,-0.625863282,2.751299918,0.851417367,11.56384398,-0.08308804,-0.304213682,0.745372905,-0.471189044,-0.646724803,-0.773497578,-0.729798684,-0.506736493,-0.556813953,-0.530900616,-0.393989592,-0.538994942,-0.616527757,-0.500413393,-0.491699675,-0.52027256,-0.477580711,-0.471421951,-0.613605856,-0.6465247
Dioctyl Phthalate,-0.330039139,-0.452911889,-0.548714767,-0.540495796,-0.641839692,-0.716787382,-0.640950272,-0.715532382,-0.847038697,-0.910536276,-0.76281944,-0.164516284,-0.770137349,4.848688461,-0.25842496,2.795170746,-0.841114065,-0.712070441,-0.547300744,6.05640368,-0.728028329,0.798617119,-0.583083497,-0.6519747,-0.647674437,-0.639244507,-0.636475866,-0.650193566
Diosmetin,-0.330054913,-0.452927569,-0.548731463,-0.540511036,-0.641856578,-0.716814945,-0.640967795,-0.715564987,2.351788608,0.95927722,1.702003892,-0.482503546,2.001037691,0.984215004,0.844287854,0.202004333,0.046491058,-0.381099442,0.009478968,0.303979354,0.720883266,-0.505487665,-0.58310099,-0.651997456,-0.647696902,-0.639272627,-0.526614341,-0.650218046
Donepezil,-0.156541062,-0.426394975,-0.137550407,-0.204025197,-0.201509715,-0.698254008,-0.59805127,-0.677157564,-0.746155409,-0.762218367,-0.67903406,0.804780248,-0.662965158,-0.721030391,-0.719697087,0.379119,0.371138708,0.681501518,0.386936033,0.403265497,-0.030077505,0.9006736,0.907957226,0.907228429,3.010064761,0.939508621,-0.634330593,-0.645656559
Erucamide,-0.290282501,-0.214737661,-0.458561902,-0.210433483,-0.395079837,-0.525413423,-0.34958431,-0.450571417,-0.616089875,-0.577045182,-0.431174506,-0.077707527,-0.59042618,-0.09927035,-0.490178292,5.002612676,0.040802243,-0.212915147,-0.072887781,0.423563894,0.132205481,0.471667173,0.035794772,-0.207440189,-0.164847945,-0.106216372,-0.309727405,-0.043569342
FA 18:1+1O,-0.130499772,0.12547322,-0.085125149,-0.139417373,-0.114612628,-0.005084427,-0.30741335,-0.129106477,0.641873759,0.412681004,0.068476721,0.229561055,-0.080895811,0.191735771,-0.159963042,-0.180857011,-0.031883263,-0.096541259,-0.071077763,-0.087782859,-0.423061152,0.56953975,-0.165769522,0.036328532,0.080773407,0.216806799,0.203975794,0.138626462
FA 18:1+2O,-0.325221568,6.312569211,-0.475368402,-0.473079233,0.240474619,-0.708746523,-0.634352612,-0.708213039,-0.842655294,-0.901458966,-0.750862119,-0.47899512,-0.757397662,-0.759573014,-0.732105367,-0.56333292,-0.834993655,-0.702722206,-0.539961603,-0.669912223,-0.719565067,-0.496419987,-0.578617361,-0.645902805,-0.610736273,-0.629799507,-0.252794463,7.593730527
FA 18:1+3O,-0.324660401,6.080164715,0.362025559,-0.026623164,0.523678456,-0.715199241,-0.636407214,-0.715185669,-0.841043259,-0.897190842,-0.757692211,-0.477519502,-0.759189282,-0.768885314,-0.732622955,-0.546797569,-0.807100101,-0.683450561,-0.527408034,-0.661500784,-0.714647301,-0.495423815,-0.558510948,-0.616859869,-0.626125287,-0.621883556,2.614945133,2.158371814
Ferulic acid,-0.324086211,-0.250374998,2.869847459,2.212443856,2.457458993,-0.68981322,-0.625468465,-0.708866461,-0.825069042,-0.810624618,-0.739328539,-0.476405838,-0.74097842,-0.750783262,-0.719253797,-0.371583363,-0.529404478,-0.654402483,-0.529084095,-0.64528748,-0.72049174,-0.481979683,0.194492049,0.268248183,0.439022026,0.114607788,-0.297445508,-0.246172957
Flavin adenine dinucleotide,-0.330052047,-0.4529215,-0.517937165,-0.540505189,-0.641849505,-0.716806966,-0.640962438,-0.680757521,0.353143476,-0.226533694,-0.645243625,-0.482492175,3.087882309,4.236528899,2.300855577,-0.566645862,-0.841145316,-0.712086576,-0.547319188,-0.671146524,1.190499813,-0.505481342,-0.583094107,-0.651991115,-0.647688742,-0.639270044,-0.636490778,-0.650208611
Flavin??adenine??dinucleotide,-0.330055856,-0.452926085,-0.548731261,-0.540510613,-0.641857449,-0.716812714,-0.640967443,-0.715567437,0.243509286,-0.364710335,-0.220465011,-0.48250448,3.339003545,4.110517673,2.255923742,-0.566652175,-0.841155995,-0.712097996,-0.54732494,-0.67115359,0.983103889,-0.505486309,-0.583102363,-0.651997903,-0.647696789,-0.639274416,-0.636494941,-0.650216627
GABA,-0.244481649,-0.448843674,-0.482756735,-0.480922412,-0.573316805,0.483261836,0.006149767,0.883276324,0.910619146,0.573297698,0.535075484,-0.404016842,1.662918266,1.410947354,1.569535847,-0.222308559,-0.359214358,-0.243856667,-0.450597264,-0.603597171,0.385352966,-0.374726799,-0.568848095,-0.644166297,-0.631143872,-0.617411789,-0.625910359,-0.64236407
Galactinol,-0.125991947,0.026017598,-0.222221733,-0.319756721,-0.321981357,-0.712781327,0.355064649,0.721884368,-0.630304406,-0.762139114,-0.369600449,-0.212776001,-0.753991944,-0.755090783,-0.725428351,-0.367205355,-0.513507042,-0.397310518,-0.507884809,-0.602355645,-0.715668159,-0.245084648,1.879460584,2.046807001,2.102594647,2.016230921,0.03396538,0.034300804
