"","Metabolite.name.mod","Average.Rt.min.","HyPea-7404_1","HyPep-4601N_3","HyPep-7504_1","HyPep-7504_2","HyPep-7504_3","HyPep-YE_1","HyPep-YE_2","HyPep-YE_3","HY-YEST-412_1","HY-YEST-412_2","HY-YEST-412_3","HyPea-7404_2","HY-YEST-466_1","HY-YEST-466_2","HY-YEST-466_3","HY-YEST-503_1","HY-YEST-503_2","HY-YEST-503_3","HY-YEST-555_1","HY-YEST-555_2","HY-YEST-555_3","HyPea-7404_3","HyPep-1510_1","HyPep-1510_2","HyPep-1510_3","HyPep-1510_4","HyPep-4601N_1","HyPep-4601N_2","Median_Intensity"
"19","3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",18.601,4.90762924783243e-07,4.86982695423499e-07,0.323724945376226,0.348358135793847,0.265580788124926,5.5068505155228e-07,6.44516995916729e-07,6.50990686989198e-07,6.01100617103296e-07,6.03507633384814e-07,0.0159016175171999,6.78304160356649e-07,5.45272971311182e-07,5.28320205371851e-07,0.0060443242567508,0.00635167861231046,0.00686082184568437,5.90549610883661e-07,4.89640901142317e-07,6.65128479320703e-07,6.07502647162376e-07,4.96884109108166e-07,5.34756974097094e-07,4.90022635603953e-07,6.26080512376225e-07,6.45579732699982e-07,0.0126146074866934,0.0145521543968172,6.35298754146477e-07
"20","3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",18.969,1.81412043888473e-07,1.99360965732474e-07,0.371580093861964,0.393321172506378,0.233883700883294,1.50852765269271e-07,1.76521982786983e-07,1.97915114607369e-07,1.55707581347191e-07,2.14022990038959e-07,0.00121076587453325,1.64169109010803e-07,1.85511912397926e-07,1.80763992900347e-07,1.590080940229e-07,1.72648102702619e-07,1.72425288612985e-07,2.04587156264414e-07,1.91251174464905e-07,1.57698427866521e-07,1.63276370654447e-07,1.73810211813767e-07,2.06291483270714e-07,2.02381932131303e-07,1.52856859943374e-07,1.92818781158304e-07,1.56421907051592e-07,1.55159582983121e-07,1.8108801839441e-07
"21","4-Aminobenzoic acid",2.115,0.117175371502102,0.00299881728502659,0.0459312299253907,0.0436531995771549,0.0435267377974851,0.0246664614651968,0.0201689092902366,0.0086004615923477,0.0107768436459761,0.018400788619889,0.0113265486261922,0.12268935128501,0.00368103398359798,0.0038998871222706,0.00507888790522513,0.0118373238882353,0.0199045355318421,0.0191383098931855,0.0039920305490387,0.0035037112371625,0.00520339258888106,0.134632798012874,0.0789251053000608,0.0755808937932353,0.075125366024858,0.0805594050914222,0.00463970449207063,0.00438289397403281,0.0187695492565373
"22","4-Guanidinobutyric acid",2.223,0.00760993505123331,0.0266005324242055,0.160345979689555,0.125883004641802,0.219983689052693,0.0478826036209202,0.0593227798496103,0.0268634088637697,0.0233671364451766,0.0191980631912178,0.0199596941226648,0.00770168402509449,0.00420617361005554,0.00652604562058695,0.00593085676947061,0.0275425048539824,0.0129643634872328,0.0130191163506322,0.00483710170936778,0.00593280860263646,0.00462754974620432,0.00773344468810989,0.0208571302541589,0.0190365972996857,0.0218846028343433,0.0347173656954738,0.0320621608608548,0.0334036666392608,0.0204084121884119
"23","4-Methyl-5-thiazoleethanol",9.642,0.000734587753037041,0.00130661929658589,0.108921284933496,0.122042104693172,0.108059493407799,0.111491542999839,0.0991363900880599,0.05570405471124,0.0501208944827261,0.0393529537119441,0.0560052675721782,0.000704838202033402,0.0505418791004677,0.0346228395650979,0.0344064274286348,0.00925718411636125,0.0079902658050936,0.00703451984692035,0.00931872453822793,0.00971778108316407,0.0171447795903683,3.76489216700983e-05,0.0143565193068301,0.0164941787198099,0.0158912695274404,0.0159692264584922,0.00203396305006922,0.00160276108924183,0.016231702589151
"24","4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",17.821,4.60006552271786e-06,3.67792990042769e-06,5.1103278688713e-06,4.32087299154595e-06,3.92218444493523e-06,4.23427086524414e-06,4.41641933242485e-06,3.85213237522543e-06,5.01922839230347e-06,5.40119820511736e-06,4.58415594700267e-06,3.99472832238396e-06,5.3515046901809e-06,4.72645442465328e-06,4.22727313290893e-06,5.39835613767814e-06,3.65620021901182e-06,3.68324683768287e-06,0.999879905493651,4.36637201254059e-06,3.82721495606579e-06,5.06431407455602e-06,3.9566150830922e-06,4.17808293341393e-06,3.91667081018486e-06,4.43260186748216e-06,4.85765135171582e-06,5.3184336496742e-06,4.39139567248272e-06
"25","4-[[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]methyl]-1-methyl-2,4-dihydro-1H-pyrazino[2,1-b]quinazoline-3,6-dione",18.611,5.75174636421944e-07,6.41918415640526e-07,5.3315267160651e-07,5.67347264317389e-07,5.87873403717112e-07,5.99263357296216e-07,6.68188371513895e-07,0.0584615081760582,0.0929140685102166,0.107361374032383,0.193191579171606,5.95101216637558e-07,0.117231657874909,0.124482451874962,0.141461818823807,4.82037775599509e-07,6.04918288387763e-07,4.85402331244589e-07,5.06634965276527e-07,5.69053521735073e-07,6.97519487203853e-07,0.132400968391251,0.00684751842280061,0.00618363891385182,0.0194535430782521,6.4448125651878e-07,4.84113932994715e-07,6.30549005186662e-07,6.43199836079653e-07
"26","5'-S-Methylthioadenosine",17.084,0.000285045080013413,2.8008591768674e-05,0.00052786180963592,0.000592918261139155,0.000471164217452584,0.051476914402537,0.0570121106889036,0.0285075588911436,0.0045230242949902,0.0240527858399772,0.0122891209874531,0.000180435770047918,0.21306859181416,0.273093332223324,0.247389928971625,0.0427592122552165,0.00803599290411677,0.00168289380806578,0.00299389423804963,0.00200519165248645,0.0257721518977046,0.000297132891544886,0.000320075958256019,0.000917441902119002,0.000820703434237664,0.000760101704168388,6.75176538123417e-05,6.88878560511577e-05,0.00184404273027612
"27","5-Hydroxy-3-indoleacetic acid",9.478,0.000192141750767763,0.0106354734551068,0.296432672916613,0.243065161560346,0.308770380497673,0.00269263995018493,0.0023696995358097,0.000588654890807843,0.000361017954181245,0.00135293421185339,0.000362479663962666,0.0265574883148484,0.00199209117560933,0.00111389593893171,0.00042465105333243,0.00280675076045451,0.00195652290426142,0.00034376977876048,0.000526093712163033,0.00117431327656377,0.000716700667660304,0.00323815004061117,0.0175898013585131,0.0180961376267972,0.0187983430057918,0.0192442619364439,0.000475810895682158,0.018121961166269,0.00218089535570951
"28","5-O-Methylgenistein",20.636,6.02795930136926e-08,7.99506460917283e-08,0.0145835698421234,0.158224193655664,6.88911052007286e-08,7.99316243353702e-08,6.01222398807277e-08,6.24038833467173e-08,0.0578452515374886,0.0242892215440417,0.0763523741833437,6.49989771424789e-08,0.0138472813912058,0.0171580902194634,0.00911488136172455,0.00979297401295432,0.00728609123171172,6.89039442934181e-08,5.91227952795992e-08,7.38416785453092e-08,0.0307767656915415,6.11744552179061e-08,0.121032270922429,0.142589437146613,0.113040276657335,0.174837120272742,0.0292293983175412,6.23911359915361e-08,0.00945392768733944
"29","5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",18.577,1.37550202792669e-07,1.46705370471858e-07,0.33678132402426,0.395776927064873,0.267437802116986,1.45447828254059e-07,1.4545863126117e-07,1.53498516643948e-07,1.39823011904988e-07,1.78306303046084e-07,1.61344904248541e-07,1.60512201135957e-07,1.77634694008614e-07,1.31711063698133e-07,1.55147242827302e-07,1.76051825788263e-07,1.33781528546671e-07,1.77736688388618e-07,1.59504144945996e-07,1.65718017525732e-07,1.30267967112788e-07,1.95384483716802e-07,1.73101542454581e-07,1.92384768876062e-07,1.50962767203983e-07,1.39830622401553e-07,1.34243976305637e-07,1.84685576864178e-07,1.60008173040976e-07
"30","7,2'-Dihydroxyflavone",19.533,5.32282267488337e-08,0.000207105903200532,0.022811741641645,0.110684882458712,0.00271395406022181,0.00463051891196572,0.00051863991144374,0.000122375350894619,0.000166203961029851,4.18680552963637e-08,0.000213185949291764,5.26740664986109e-08,4.45868201453089e-08,4.90708073228497e-08,5.33936945769495e-08,0.000263872828263222,0.000104676722703052,5.29173150935013e-08,0.000100348167924906,5.12377523676009e-08,0.000112667012742592,5.42179837381649e-08,0.155627761500138,0.216000751701902,0.179600247382754,0.198702987281104,0.107417581811101,4.42482396033761e-08,0.000144289655962235
"31","9-(2,3-dihydroxypropoxy)-9-oxononanoic acid",17.051,1.66073633814159e-07,1.73236103360405e-07,1.44407261956654e-07,1.57413184261064e-07,0.0321294735915115,0.0228787631623657,0.000787177027086401,1.63844891334785e-07,0.0413420828314386,0.144307124045693,0.266628990105342,1.40097368352463e-07,0.117641070385848,0.0710582981339551,0.0710331126020987,0.0495105903302006,0.0410548386117019,1.87455295152604e-07,0.0395978233046653,0.03796580084037,0.0640625323236864,1.71089731950556e-07,1.80930784004112e-07,1.8103420671737e-07,1.79721845641637e-07,1.81313072718642e-07,1.52529609271479e-07,1.43557048558309e-07,0.000393682241190777
"32","?-Gentiobiose",1.79,0.0117438885071635,0.0553188324144196,0.0148581637167254,0.0127729440798008,0.0150050637387189,0.0253101381607215,0.0260834961048266,0.0350056701021329,0.0307556864469133,0.0206315958699708,0.0535867838443267,0.00996788990691505,0.000344715510594869,0.00181672008907402,0.000453594132154055,0.0658759380714529,0.0815992225392945,0.0834079298717854,0.0124367150472063,0.018454345643563,0.00131532925938151,0.00861969452351467,0.0785875107995264,0.0745659338427843,0.0754079439770571,0.0749420436014541,0.0558257842140651,0.0553064259844568,0.025696817132774
"33","ADENINE",6.339,0.00459472978502589,3.33243582768013e-08,4.45534000358884e-08,4.42712741663704e-08,4.04049637228323e-08,0.00578896773862217,0.186459053093464,0.129874182727715,0.0358722668269197,0.0370284432527386,0.0732748831644753,0.00185788243317635,0.0622926533257783,0.174717170379126,0.0666805755695473,0.0856492511802123,0.0464669790382457,0.0287947618918745,0.0251859177076116,0.0178669291416677,0.0175949108308854,3.5819836954738e-08,4.50365956053227e-08,3.95707349596481e-08,3.49711310526381e-08,4.16290338519384e-08,4.79757820403663e-08,3.43558036945852e-08,0.0116919392847538
"34","Aconitic acid (not validated, isomer of 271)",2.095,0.179895041294162,7.10118522189742e-05,0.0237539627325572,0.0304142107281396,0.0247366887811012,0.000438622011995123,1.65305782694357e-08,1.43376759129958e-08,0.000534857514961909,0.000423254149760594,0.000515403980398238,0.200547914218284,2.05331703153184e-08,0.000801071322513408,0.000455351765006033,0.052240689444885,0.0520046235984148,0.0769567993395705,0.00156276966589703,0.000816926598288958,0.00114810976372002,0.227967262618546,0.0296229808584471,0.0308301608426311,0.0288827860536379,0.0349345842574106,0.0001606529366896,0.000284212269338301,0.00135543971480852
"35","Adenosine",14.7392,0.0082438887028647,0.0032584420355068,0.0279172173791191,0.019547689611573,0.0264548971180573,0.0838816592260921,0.0681356180544171,0.0567589443559164,0.0549212213253229,0.0430140519472571,0.0356223959231988,0.00370643831102289,0.0431892025794582,0.159350199074806,0.151429207307051,0.057595526373033,0.0348258406376937,0.01764297541713,0.0143164867904258,0.0160566073727465,0.0398429625679503,0.00213347333854277,0.00524767946416861,0.00636206338439857,0.00569917882661634,0.00579481938767614,0.00505235203200982,0.00399896145594501,0.0230012933648151
"36","Adenosine 3',5'-cyclic monophosphate",10.082,3.11187575732044e-09,0.000359255369320329,0.00984315682723103,0.00783441168178559,0.0055337528435455,0.0208980897274864,0.0677512000205244,0.0929938710597528,0.0897739858188272,0.0480356313990284,0.0705534034121287,0.000144976980543006,0.168810564195549,0.178485584099812,0.0693329797711389,0.00666228492371235,0.00817853596546121,0.00399212601000983,0.0221713484259956,0.0267962490706877,0.0671324974681552,3.6331296360695e-05,0.00773014589725168,0.0103137773322236,0.00857309240507513,0.00764045867488515,0.000243910337975428,0.000178375873656846,0.00920812461615308
"37","Adenosine 3'-monophosphate",5.155,0.0122294472076617,0.00311019690992251,0.0303495479906665,0.0194544797444887,0.0311259167159196,0.0509095360510157,0.101356268432195,0.0773454254370775,0.0512583157868041,0.0248935996845493,0.0676357389877221,0.0175012942416326,0.0595335561297716,0.115567552829337,0.0640061836802971,0.0764403710285504,0.0250095876155957,0.00915339618998066,0.0406175875818151,0.0174140515890867,0.0412984707254149,0.0111081417836434,0.0119784881057504,0.0130446497612167,0.0113404869305526,0.0100296624576818,0.00364975329130051,0.00263829311034997,0.0249515936500725
"38","Agmatine",1.734,0.0261773486329312,0.0416545610084392,0.107069519961283,0.113957478414367,0.0957760400620784,0.0294396951935804,0.0239172422438965,0.0234013808330828,0.0159052258974238,0.00957553671592507,0.017160999866266,0.0293285192640655,0.00316345329854777,0.00700568195238697,0.00234363171361149,0.00323720240578424,0.00457530688719802,0.00223251950740354,0.0179698504218568,0.0142452337515338,0.0142562154014305,0.0326005305262679,0.0767777326380752,0.0915397783397513,0.0465944342449391,0.0459832109052839,0.049210987571916,0.0549006823406743,0.0250472954384138
"39","Ala-Ala",1.711,0.0627921593232635,0.0293237351021514,0.0329864942869568,0.0279725695961744,0.0298665116365599,0.00440607623515928,0.00453287204065812,0.00644777732561473,0.0212210832656185,0.0224396273931432,0.0181394648337689,0.0782184879112544,0.0166084968001766,0.0135731652756492,0.0157567512308329,0.0727532491989006,0.0673873900355556,0.0768749296787887,0.0564699712549748,0.0559057600488805,0.021328565256187,0.0835343124912941,0.0347124986140382,0.0309566772296638,0.0275676623171151,0.0292543652240233,0.0305092702874883,0.0284600761061081,0.0292890501630873
"40","Ala-Leu",4.516,0.0540103926946248,0.0372359348488992,0.0545825128285978,0.0569318243023143,0.0620951719056061,0.0104977288779014,0.00744679530542661,0.00865253371010818,0.0142123790921213,0.0141903867306603,0.0111085971115992,0.0550512745882509,0.0237004092953361,0.0177350501264295,0.019479589900681,0.0511330065413734,0.0395146752989063,0.0453986294969903,0.0524963334360538,0.0499861831635509,0.0281758739812408,0.0504035154427945,0.027547024645224,0.0350337052305526,0.0316523093673184,0.0263319693699486,0.0592305948148557,0.0561655978926341,0.0361348200397259
